fname,label,correct
04330b10.wav,25.0,0.0
04335030.wav,20.0,0.0
043a5393.wav,12.0,0.0
0447d04d.wav,26.0,1.0
04490642.wav,5.0,0.0
0450e72b.wav,29.0,1.0
04562f7d.wav,30.0,0.0
0457d8bc.wav,2.0,1.0
04646cce.wav,39.0,0.0
047b3d34.wav,19.0,0.0
047f5b83.wav,0.0,0.0
0482a372.wav,38.0,0.0
048fb352.wav,1.0,1.0
04ab05a7.wav,5.0,0.0
04b4009f.wav,3.0,0.0
04b9a79a.wav,37.0,0.0
04cce777.wav,4.0,1.0
04d0cae4.wav,25.0,1.0
04d33fe7.wav,31.0,0.0
04e82f46.wav,9.0,0.0
04e8596a.wav,30.0,0.0
0508f1e3.wav,6.0,0.0
0513cbfc.wav,39.0,0.0
05173c4d.wav,2.0,1.0
051f9935.wav,40.0,0.0
0526ac41.wav,14.0,0.0
05309a38.wav,33.0,1.0
05388f6c.wav,15.0,0.0
0563ab6e.wav,21.0,0.0
05a0ca60.wav,0.0,0.0
05a458a7.wav,1.0,0.0
05b76c07.wav,5.0,0.0
05c5ab94.wav,9.0,0.0
05cc4425.wav,24.0,0.0
05d0dfa7.wav,29.0,1.0
05d81cdf.wav,0.0,1.0
05ecefbe.wav,39.0,1.0
06006fca.wav,25.0,1.0
0609bd9e.wav,36.0,0.0
060b8c30.wav,5.0,0.0
060ca755.wav,39.0,0.0
061cf689.wav,30.0,0.0
0627acfa.wav,12.0,0.0
0632d921.wav,4.0,0.0
0640c787.wav,1.0,1.0
064cfad3.wav,8.0,1.0
065e7bb4.wav,9.0,1.0
066d40f4.wav,28.0,0.0
06712325.wav,26.0,1.0
06896eb5.wav,5.0,0.0
06a09fcd.wav,7.0,0.0
06a1dfc0.wav,21.0,0.0
06a76756.wav,33.0,1.0
06c1c5c3.wav,7.0,0.0
06d164df.wav,8.0,1.0
06dbf664.wav,17.0,1.0
06dd3b18.wav,17.0,0.0
06e15d8e.wav,3.0,1.0
06e87b61.wav,30.0,0.0
06fbb272.wav,17.0,0.0
06fd1973.wav,23.0,1.0
06feb8ea.wav,31.0,0.0
070183b1.wav,7.0,0.0
07036b1d.wav,33.0,1.0
0704ffb8.wav,26.0,0.0
070bcdd9.wav,14.0,0.0
070f52cb.wav,6.0,1.0
0713db9c.wav,28.0,1.0
071e836c.wav,37.0,0.0
072f3031.wav,26.0,0.0
0730a3d8.wav,12.0,0.0
0733ce78.wav,1.0,0.0
0742098b.wav,16.0,0.0
074cc08b.wav,15.0,1.0
074e07a5.wav,32.0,0.0
07563fea.wav,25.0,0.0
07605b4c.wav,10.0,0.0
0765b7d1.wav,27.0,0.0
076b6a7a.wav,34.0,1.0
07764530.wav,29.0,1.0
078c67e5.wav,13.0,0.0
079bb1c3.wav,29.0,1.0
07a16abd.wav,36.0,1.0
07a177eb.wav,26.0,0.0
07a99531.wav,29.0,1.0
07af4f4d.wav,20.0,1.0
07b44e8e.wav,35.0,1.0
07b910ee.wav,11.0,1.0
07c8c909.wav,2.0,0.0
07ec6849.wav,4.0,0.0
07ed1d56.wav,26.0,0.0
07f6b1dc.wav,6.0,1.0
07f88679.wav,23.0,1.0
08064f4a.wav,37.0,0.0
082321d2.wav,6.0,1.0
0832c151.wav,18.0,0.0
085be86f.wav,35.0,1.0
086dfaff.wav,26.0,0.0
0879e568.wav,30.0,1.0
0886d4f8.wav,21.0,0.0
08893744.wav,3.0,1.0
088b75db.wav,3.0,1.0
08a94aca.wav,15.0,1.0
08c931f6.wav,21.0,0.0
08cf2d2b.wav,5.0,0.0
08dba5f4.wav,12.0,0.0
08e79547.wav,25.0,0.0
08fa5140.wav,8.0,1.0
08fb553f.wav,40.0,1.0
0906c4a9.wav,14.0,0.0
090ea106.wav,35.0,1.0
09282dc5.wav,4.0,0.0
0939d783.wav,5.0,0.0
093bf325.wav,5.0,0.0
095836cb.wav,8.0,0.0
0969b5c5.wav,12.0,0.0
096b4d70.wav,31.0,0.0
09841f13.wav,32.0,1.0
098a3205.wav,5.0,0.0
098c2232.wav,26.0,1.0
09986ba4.wav,17.0,0.0
09a355a9.wav,4.0,0.0
09a63606.wav,6.0,0.0
09a732e6.wav,3.0,0.0
09a7c5ce.wav,33.0,1.0
09a895f3.wav,26.0,0.0
09b51c66.wav,7.0,0.0
09bc3033.wav,36.0,0.0
09ca1e09.wav,35.0,0.0
0a037e96.wav,17.0,1.0
0a0a8d4c.wav,8.0,1.0
0a15b36b.wav,8.0,1.0
0a277f11.wav,25.0,0.0
0a2b4c80.wav,40.0,0.0
0a32271b.wav,26.0,0.0
0a82b4d6.wav,16.0,0.0
0a8d300c.wav,0.0,0.0
0a98104d.wav,39.0,0.0
0aa32376.wav,33.0,0.0
0aa7edd0.wav,30.0,0.0
0aab722d.wav,23.0,1.0
0ac443ad.wav,4.0,0.0
0ac83c13.wav,10.0,0.0
0ad5618e.wav,28.0,0.0
0ade0819.wav,40.0,0.0
0af32053.wav,29.0,1.0
0afca134.wav,5.0,0.0
0afcf36b.wav,21.0,0.0
0aff3cde.wav,3.0,1.0
0b142b38.wav,4.0,0.0
0b2a3ef0.wav,5.0,0.0
0b3636e4.wav,39.0,0.0
0b3d7a19.wav,19.0,0.0
0b436682.wav,14.0,0.0
0b489adc.wav,7.0,0.0
0b4dc8fc.wav,21.0,0.0
0b5b6734.wav,0.0,0.0
0b5dd555.wav,12.0,1.0
0b5ea11d.wav,7.0,0.0
0b6ac630.wav,33.0,0.0
0b6fba96.wav,21.0,0.0
0b74f0da.wav,15.0,0.0
0b7aa40a.wav,6.0,1.0
0b7f8989.wav,4.0,0.0
0b80f560.wav,21.0,0.0
0b914d51.wav,5.0,0.0
0b9904c1.wav,4.0,1.0
0ba8bcc2.wav,26.0,1.0
0bb6b85a.wav,1.0,0.0
0bdef4f9.wav,29.0,1.0
0be0fbaa.wav,26.0,0.0
0be246ba.wav,12.0,1.0
0be52cd7.wav,3.0,1.0
0bf505c1.wav,21.0,0.0
0bfdf35b.wav,32.0,1.0
0c080361.wav,40.0,1.0
0c118aaa.wav,19.0,0.0
0c28638b.wav,33.0,0.0
0c364094.wav,6.0,1.0
0c3cba8b.wav,18.0,0.0
0c3e92c7.wav,9.0,0.0
0c4948ba.wav,31.0,0.0
0c66ddcb.wav,15.0,0.0
0c6ec89a.wav,29.0,1.0
0c7eb4eb.wav,39.0,0.0
0c9abd6a.wav,33.0,1.0
0cafd32f.wav,35.0,1.0
0cb7fc83.wav,20.0,1.0
0cbfebc7.wav,26.0,1.0
0cc4c3b7.wav,16.0,1.0
0ccf0903.wav,19.0,1.0
0ce9b7a0.wav,3.0,0.0
0cea4550.wav,8.0,1.0
0cec67d2.wav,15.0,0.0
0ceed74d.wav,29.0,1.0
0d0c7375.wav,25.0,0.0
0d0d1b88.wav,33.0,0.0
0d0d648b.wav,16.0,0.0
0d1cb966.wav,29.0,1.0
0d30af2b.wav,0.0,0.0
0d3d36f5.wav,33.0,1.0
0d649d1b.wav,16.0,0.0
0d694b51.wav,25.0,0.0
0d6bb959.wav,31.0,0.0
0d74110a.wav,11.0,0.0
0d9b9a20.wav,32.0,0.0
0db954fa.wav,1.0,1.0
0dd326ca.wav,7.0,0.0
0dd54f1f.wav,12.0,0.0
0ded93ce.wav,35.0,1.0
0dfcedf6.wav,1.0,1.0
0e19ed55.wav,11.0,1.0
0e2fbeb8.wav,12.0,1.0
0e32c361.wav,2.0,0.0
0e4372d4.wav,23.0,1.0
0e439e01.wav,5.0,0.0
0e51f1d0.wav,32.0,1.0
0e544eb8.wav,29.0,1.0
0e5c9ed0.wav,25.0,1.0
0e630318.wav,33.0,1.0
0e7f9fdb.wav,31.0,0.0
0e89fb66.wav,25.0,1.0
0e974517.wav,13.0,0.0
0ea3dbaf.wav,30.0,1.0
0eb63f5a.wav,5.0,0.0
0ec012fc.wav,26.0,1.0
0ecb56ad.wav,26.0,0.0
0ee42262.wav,38.0,1.0
0f01e836.wav,36.0,1.0
0f18c55b.wav,15.0,1.0
0f1a5928.wav,14.0,0.0
0f1dbff5.wav,2.0,0.0
0f274e7a.wav,30.0,0.0
0f444884.wav,35.0,0.0
0f53ac39.wav,23.0,1.0
0f5c62dd.wav,8.0,1.0
0f6e2a63.wav,1.0,0.0
0f70f92f.wav,21.0,0.0
0f72651c.wav,32.0,0.0
0f7f0d86.wav,31.0,0.0
0f936928.wav,29.0,1.0
0f96c40d.wav,21.0,0.0
0fa3ee45.wav,2.0,0.0
0fb0c2e1.wav,32.0,1.0
0fb464cf.wav,1.0,1.0
0fc39673.wav,26.0,0.0
0fcdc341.wav,5.0,1.0
0ff26813.wav,9.0,0.0
0ff3a423.wav,25.0,1.0
0ff4262d.wav,21.0,0.0
0ff6fdf5.wav,9.0,0.0
0ffff94f.wav,1.0,0.0
100009e2.wav,40.0,1.0
10086933.wav,30.0,0.0
10099e50.wav,0.0,0.0
100f6b3f.wav,23.0,0.0
102ef2c7.wav,29.0,1.0
1032e684.wav,38.0,0.0
10357e1e.wav,37.0,0.0
103dfb7c.wav,36.0,0.0
105f3923.wav,14.0,1.0
1068cb59.wav,13.0,0.0
106f028c.wav,0.0,0.0
10734a58.wav,4.0,1.0
10783ffe.wav,37.0,0.0
10876da8.wav,38.0,1.0
10884a97.wav,12.0,1.0
108e95b3.wav,8.0,1.0
108f96a6.wav,12.0,0.0
1094232e.wav,17.0,0.0
10961c54.wav,37.0,0.0
10a229f4.wav,25.0,0.0
10ac55a1.wav,37.0,0.0
10cf0a2c.wav,6.0,1.0
10efbc5b.wav,35.0,0.0
10fc82d4.wav,36.0,0.0
1105950d.wav,25.0,0.0
11223bbf.wav,29.0,1.0
1133db9b.wav,36.0,0.0
1137811b.wav,22.0,1.0
11439cbd.wav,2.0,1.0
1152dffc.wav,13.0,0.0
1163de55.wav,23.0,1.0
116ddaf8.wav,33.0,0.0
11782c39.wav,13.0,0.0
117cc2f0.wav,2.0,0.0
1181e997.wav,14.0,0.0
1181ee9d.wav,36.0,0.0
11880a0a.wav,32.0,1.0
118831d9.wav,6.0,1.0
118e9ae3.wav,23.0,1.0
1191d9b4.wav,31.0,0.0
1198d2b5.wav,28.0,0.0
1199128e.wav,17.0,1.0
11a0e319.wav,21.0,0.0
11c7778f.wav,4.0,1.0
11cbc9e1.wav,24.0,0.0
11cf5942.wav,25.0,0.0
11d93cd3.wav,25.0,0.0
11d9ace9.wav,0.0,0.0
11df4777.wav,12.0,0.0
11e9db25.wav,31.0,0.0
11f8b3dd.wav,33.0,1.0
120536d6.wav,9.0,0.0
12091a74.wav,40.0,0.0
121110b1.wav,5.0,1.0
12169b86.wav,8.0,0.0
121749b9.wav,3.0,1.0
122b0e88.wav,33.0,1.0
12323e04.wav,10.0,1.0
12371b67.wav,2.0,0.0
1238c3a4.wav,37.0,0.0
123d0d60.wav,33.0,1.0
124360b8.wav,40.0,0.0
124eadc9.wav,3.0,1.0
125e64b7.wav,25.0,1.0
12a650a4.wav,15.0,1.0
12cb4097.wav,29.0,0.0
12d3cdd8.wav,33.0,1.0
12d43904.wav,5.0,0.0
12e4c120.wav,30.0,1.0
12f72b79.wav,38.0,0.0
12fcf7a7.wav,0.0,0.0
1301b8e3.wav,21.0,0.0
1314cdad.wav,3.0,1.0
13314233.wav,7.0,1.0
1365348d.wav,15.0,1.0
13847ff3.wav,24.0,0.0
1391883f.wav,2.0,1.0
1397ddc8.wav,16.0,0.0
13b2325b.wav,29.0,1.0
13ca1116.wav,18.0,0.0
13db0700.wav,10.0,0.0
13e15a49.wav,15.0,1.0
13ee6c44.wav,5.0,0.0
13f08982.wav,4.0,1.0
1401c7ff.wav,2.0,1.0
141291fc.wav,22.0,0.0
14225f23.wav,27.0,0.0
1430f062.wav,13.0,0.0
14344787.wav,36.0,0.0
1441c25b.wav,38.0,0.0
14683a1c.wav,1.0,1.0
1468f23e.wav,8.0,0.0
146d5e25.wav,5.0,0.0
146fd7fd.wav,21.0,0.0
147f4395.wav,6.0,1.0
147f61ff.wav,36.0,0.0
14819552.wav,15.0,1.0
148a199b.wav,35.0,1.0
14a12f6c.wav,8.0,1.0
14b4f917.wav,36.0,0.0
14c22798.wav,35.0,1.0
14c476ad.wav,38.0,0.0
14d06c29.wav,29.0,1.0
14d0bd27.wav,13.0,0.0
14d18455.wav,3.0,0.0
14d37fb3.wav,23.0,1.0
14e1442c.wav,2.0,1.0
14e15b48.wav,0.0,1.0
14e27632.wav,25.0,1.0
14ea05da.wav,31.0,0.0
14f26483.wav,39.0,0.0
14f80bcf.wav,1.0,0.0
14fc31e9.wav,29.0,1.0
14fd19da.wav,30.0,0.0
1516d630.wav,26.0,1.0
151a56b3.wav,10.0,0.0
1539c925.wav,20.0,0.0
1541af57.wav,15.0,1.0
1545dcf4.wav,2.0,0.0
1548d94a.wav,4.0,1.0
1549bbaf.wav,8.0,1.0
155382a4.wav,12.0,1.0
156b378a.wav,9.0,0.0
156dd4a7.wav,29.0,1.0
15703034.wav,33.0,1.0
15939857.wav,9.0,0.0
15b6657d.wav,23.0,1.0
15cade34.wav,0.0,0.0
15cb6baf.wav,25.0,0.0
15cc274e.wav,8.0,1.0
15d67d1c.wav,25.0,1.0
15d798df.wav,3.0,1.0
15d88b9d.wav,17.0,0.0
15edc230.wav,17.0,1.0
1601a564.wav,32.0,1.0
160507aa.wav,3.0,0.0
16127914.wav,16.0,0.0
161bd007.wav,2.0,1.0
161be325.wav,6.0,1.0
161eeade.wav,30.0,0.0
163ecf39.wav,33.0,0.0
1651cca4.wav,25.0,0.0
16670642.wav,10.0,1.0
166a1279.wav,15.0,1.0
166e17b0.wav,36.0,0.0
16833489.wav,9.0,0.0
168adcd0.wav,7.0,0.0
169192c3.wav,40.0,0.0
16965258.wav,27.0,0.0
16b90ef0.wav,22.0,0.0
16c14c67.wav,30.0,0.0
16caff03.wav,20.0,0.0
16d21bca.wav,7.0,0.0
16d49f55.wav,30.0,0.0
16d51b04.wav,2.0,0.0
16d5da39.wav,33.0,1.0
16df86bb.wav,15.0,1.0
16e47626.wav,12.0,1.0
16eeb46e.wav,11.0,1.0
16ef3c60.wav,22.0,1.0
16f1d744.wav,30.0,0.0
16f8b122.wav,0.0,0.0
1704b6b1.wav,20.0,0.0
170946f3.wav,27.0,1.0
1726fa04.wav,12.0,0.0
172d7f14.wav,16.0,0.0
1732f391.wav,5.0,0.0
174baf55.wav,26.0,1.0
1755b07f.wav,33.0,0.0
175dd339.wav,25.0,0.0
17619cbe.wav,31.0,0.0
176c5f52.wav,31.0,0.0
1775d5a0.wav,26.0,0.0
17855456.wav,32.0,0.0
1787f4e8.wav,14.0,1.0
17898a27.wav,10.0,1.0
17a1c228.wav,13.0,0.0
17b9396e.wav,1.0,1.0
17cbf99c.wav,21.0,0.0
17e247fc.wav,28.0,0.0
17f32070.wav,23.0,0.0
17f858d5.wav,21.0,0.0
180911ae.wav,6.0,0.0
18320055.wav,13.0,0.0
184ca1c7.wav,11.0,1.0
186311f0.wav,35.0,1.0
18674495.wav,38.0,0.0
18950b86.wav,7.0,0.0
189c7842.wav,20.0,0.0
18a31494.wav,31.0,0.0
18b06a2b.wav,30.0,0.0
18b3013e.wav,1.0,0.0
18c287ea.wav,8.0,0.0
18c3695b.wav,39.0,0.0
18e0caac.wav,10.0,1.0
18ea8f49.wav,33.0,1.0
18fdc08b.wav,32.0,1.0
18feebe1.wav,12.0,0.0
1902bf23.wav,12.0,0.0
192fa8cc.wav,0.0,0.0
193093f8.wav,13.0,0.0
193240a4.wav,31.0,0.0
19341f36.wav,23.0,1.0
193ab4fd.wav,25.0,1.0
193e878a.wav,4.0,0.0
1941b29a.wav,33.0,1.0
1947f717.wav,28.0,0.0
195691e2.wav,33.0,1.0
1966b87b.wav,25.0,1.0
1967e2b2.wav,1.0,1.0
196c8a34.wav,26.0,1.0
197cbdfe.wav,31.0,0.0
19965075.wav,17.0,1.0
199b1adf.wav,6.0,1.0
19a1f537.wav,25.0,0.0
19bc0dbe.wav,29.0,1.0
19bf4be6.wav,36.0,1.0
19d094a2.wav,21.0,0.0
19d4a6ad.wav,22.0,1.0
19df8c61.wav,31.0,0.0
19ec978d.wav,20.0,1.0
19fc7498.wav,26.0,0.0
19fe82be.wav,36.0,1.0
1a132a81.wav,40.0,1.0
1a13793b.wav,21.0,0.0
1a4a4ebe.wav,30.0,1.0
1a5f1f24.wav,6.0,0.0
1a6fce36.wav,36.0,0.0
1a756532.wav,15.0,0.0
1a7af185.wav,33.0,0.0
1a7eb9da.wav,35.0,1.0
1a86eff7.wav,4.0,0.0
1a8cc87a.wav,16.0,0.0
1a94ef89.wav,0.0,1.0
1a9d2862.wav,1.0,0.0
1aa9698c.wav,30.0,0.0
1aae0429.wav,30.0,0.0
1ac7c47a.wav,4.0,1.0
1ac81bb0.wav,14.0,0.0
1ae3d076.wav,3.0,1.0
1ae4605c.wav,21.0,0.0
1ae93472.wav,16.0,0.0
1aecb8bf.wav,0.0,0.0
1b052de5.wav,12.0,1.0
1b1e809b.wav,6.0,1.0
1b246359.wav,30.0,0.0
1b2d8997.wav,8.0,1.0
1b35f18e.wav,3.0,1.0
1b3b537f.wav,25.0,1.0
1b43bbe6.wav,28.0,0.0
1b5d4f7c.wav,9.0,0.0
1b73bbfd.wav,15.0,0.0
1b7b6f2d.wav,33.0,0.0
1b8de009.wav,15.0,1.0
1b9109be.wav,8.0,1.0
1b9386ef.wav,8.0,1.0
1b97c39a.wav,23.0,0.0
1b9ea226.wav,33.0,0.0
1bda949f.wav,25.0,1.0
1bdc4940.wav,36.0,0.0
1c0d5682.wav,20.0,1.0
1c133d0e.wav,3.0,1.0
1c189121.wav,18.0,0.0
1c3b4067.wav,1.0,1.0
1c3e1a54.wav,17.0,1.0
1c3ed083.wav,9.0,0.0
1c4d9c4c.wav,16.0,0.0
1c520cae.wav,25.0,0.0
1c590c46.wav,14.0,1.0
1c67a5b9.wav,5.0,0.0
1c78595a.wav,21.0,0.0
1c8cddc2.wav,30.0,0.0
1ca4d107.wav,3.0,0.0
1cc13604.wav,31.0,0.0
1cc55db4.wav,31.0,1.0
1cd6919e.wav,25.0,1.0
1ce38807.wav,30.0,0.0
1ce4a00e.wav,5.0,0.0
1ce70b78.wav,4.0,0.0
1d08bd6d.wav,1.0,1.0
1d0c860b.wav,20.0,1.0
1d119cfc.wav,1.0,1.0
1d23c74b.wav,0.0,0.0
1d24518b.wav,12.0,1.0
1d2808dd.wav,33.0,0.0
1d3a05ab.wav,5.0,0.0
1d491960.wav,31.0,0.0
1d5d63d1.wav,13.0,0.0
1d73907a.wav,38.0,0.0
1d85524c.wav,37.0,0.0
1d95d110.wav,25.0,1.0
1da79249.wav,25.0,0.0
1db1b17c.wav,16.0,0.0
1dbc08fd.wav,34.0,1.0
1dc3679a.wav,1.0,0.0
1dc66b7b.wav,23.0,1.0
1de324d8.wav,27.0,0.0
1decc778.wav,25.0,0.0
1df13521.wav,20.0,1.0
1df78287.wav,16.0,0.0
1dfbcb5e.wav,31.0,0.0
1e0b5758.wav,18.0,0.0
1e227aa6.wav,17.0,1.0
1e2f6175.wav,0.0,1.0
1e3b4f4a.wav,6.0,0.0
1e5fd361.wav,2.0,1.0
1e66d094.wav,29.0,1.0
1e68cc14.wav,36.0,0.0
1e6d0052.wav,17.0,1.0
1e6f1fbe.wav,29.0,1.0
1e87e47d.wav,25.0,0.0
1e9c1292.wav,8.0,1.0
1ebdc0b5.wav,0.0,1.0
1ec8fe10.wav,15.0,1.0
1ee63598.wav,19.0,0.0
1ee68efd.wav,2.0,1.0
1ef88b6d.wav,15.0,0.0
1efe03bd.wav,7.0,0.0
1f15840d.wav,33.0,0.0
1f2354e3.wav,26.0,0.0
1f250488.wav,2.0,0.0
1f4c37a7.wav,3.0,1.0
1f51ed51.wav,36.0,0.0
1f54df61.wav,20.0,0.0
1f60810c.wav,31.0,0.0
1f641b71.wav,6.0,0.0
1f75e82e.wav,29.0,1.0
1f83b349.wav,22.0,0.0
1f946a29.wav,20.0,1.0
1f9b86a0.wav,4.0,0.0
1fac40bb.wav,37.0,0.0
1fbe6ff3.wav,14.0,0.0
1fca082d.wav,3.0,0.0
1fd04e89.wav,5.0,0.0
1fd57590.wav,36.0,1.0
1fd823bd.wav,26.0,0.0
1fe6c74f.wav,40.0,0.0
1fee5016.wav,25.0,1.0
1ff2689f.wav,40.0,0.0
1ff5a0be.wav,31.0,0.0
2005b905.wav,0.0,0.0
202b6258.wav,6.0,1.0
20498124.wav,36.0,1.0
2049c17b.wav,16.0,1.0
206a5cb4.wav,33.0,1.0
2070133c.wav,30.0,0.0
20823bfb.wav,15.0,0.0
20889068.wav,31.0,0.0
20903b44.wav,15.0,0.0
20ace19b.wav,7.0,0.0
20ad1687.wav,36.0,0.0
20b1a46c.wav,14.0,0.0
20b47b1d.wav,7.0,0.0
20c9fd28.wav,5.0,0.0
20dafbd4.wav,25.0,1.0
20e3ef07.wav,9.0,0.0
20e4c3a0.wav,15.0,1.0
20f13d88.wav,1.0,1.0
21050515.wav,36.0,0.0
210f2580.wav,25.0,1.0
21198349.wav,5.0,0.0
212463da.wav,29.0,1.0
2133f209.wav,35.0,0.0
21365248.wav,5.0,0.0
2137ed0e.wav,25.0,0.0
213afdbf.wav,8.0,0.0
213d2998.wav,12.0,0.0
21428eac.wav,31.0,0.0
2146e541.wav,22.0,1.0
2155e5e5.wav,29.0,1.0
2175338a.wav,12.0,0.0
217a8204.wav,5.0,0.0
217cee0c.wav,17.0,0.0
218f3cc6.wav,1.0,1.0
21909da5.wav,31.0,0.0
219ce296.wav,17.0,0.0
21aa921b.wav,25.0,0.0
21b56eda.wav,6.0,0.0
21c442db.wav,35.0,1.0
21c8a350.wav,19.0,1.0
21cd8b2c.wav,35.0,0.0
21d75a3d.wav,29.0,1.0
21e48c3b.wav,40.0,0.0
21e66bd2.wav,8.0,1.0
21f1c1bf.wav,13.0,0.0
21fbdc6d.wav,25.0,1.0
21ff3084.wav,9.0,0.0
22007c10.wav,12.0,0.0
220a73b7.wav,12.0,1.0
221ee272.wav,31.0,0.0
22349b32.wav,17.0,0.0
223772e2.wav,39.0,0.0
22384e48.wav,35.0,1.0
2249b436.wav,9.0,0.0
224b3393.wav,1.0,0.0
225a071f.wav,32.0,1.0
225d8e40.wav,21.0,0.0
226072d9.wav,40.0,0.0
226f4efc.wav,2.0,0.0
228aeadf.wav,34.0,1.0
22979cf9.wav,23.0,1.0
229d104f.wav,35.0,1.0
22a633d5.wav,0.0,0.0
22ab9809.wav,18.0,0.0
22ae7fbf.wav,36.0,1.0
22b85cd1.wav,0.0,1.0
22b94946.wav,36.0,0.0
22bcfd62.wav,20.0,0.0
22cc1654.wav,17.0,0.0
22cf5ded.wav,17.0,0.0
22e814ee.wav,12.0,0.0
231b7c90.wav,31.0,0.0
23226fdd.wav,15.0,1.0
232cc8b2.wav,34.0,0.0
2336285e.wav,37.0,0.0
233fc9e5.wav,13.0,0.0
234a0656.wav,26.0,1.0
234f4672.wav,5.0,0.0
234f95ec.wav,2.0,1.0
23663788.wav,6.0,0.0
23704fa9.wav,25.0,0.0
2371f627.wav,3.0,1.0
2372eeb4.wav,26.0,1.0
23786ab2.wav,25.0,1.0
237b9e2a.wav,4.0,0.0
237e1078.wav,27.0,0.0
23925f36.wav,39.0,0.0
2392ad36.wav,32.0,0.0
23a1a82e.wav,8.0,0.0
23a3984c.wav,1.0,1.0
23b6d45c.wav,26.0,0.0
23b7d8f5.wav,40.0,0.0
23b8788a.wav,30.0,0.0
23c11bee.wav,1.0,1.0
23cdff07.wav,0.0,0.0
23ebf391.wav,40.0,0.0
23f38a7e.wav,33.0,1.0
23fb24e8.wav,11.0,1.0
240590c8.wav,35.0,0.0
2405de39.wav,16.0,0.0
242113be.wav,40.0,1.0
244025d2.wav,29.0,1.0
245a503a.wav,5.0,0.0
245e58ea.wav,12.0,0.0
2462c802.wav,1.0,1.0
246e8414.wav,21.0,0.0
24779e2d.wav,10.0,1.0
24791b50.wav,6.0,1.0
2492a915.wav,4.0,1.0
249912b5.wav,6.0,0.0
24a3c430.wav,4.0,1.0
24addbbc.wav,15.0,1.0
24b90fac.wav,31.0,0.0
24cb1e29.wav,6.0,1.0
24e1d9ad.wav,31.0,0.0
24e8a804.wav,2.0,1.0
24eacf14.wav,0.0,1.0
24ed5a72.wav,23.0,0.0
24eefa74.wav,9.0,0.0
24f68344.wav,31.0,0.0
2511dbeb.wav,17.0,0.0
252227f9.wav,12.0,1.0
253351f1.wav,3.0,1.0
2533d746.wav,17.0,0.0
2539611b.wav,27.0,0.0
253b91fe.wav,30.0,0.0
25511eb8.wav,22.0,1.0
256bc358.wav,4.0,0.0
256ce8b0.wav,3.0,0.0
258777c8.wav,7.0,0.0
2588c966.wav,28.0,0.0
258b6166.wav,16.0,0.0
